objectid,parentid,title,architect,building_type,architecture_firm,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,subject,address,street_name,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_thumb,object_location,reference_url
"in018_02","in018","View of interior parking and skylights (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/puremilk02.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk02.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk02.jpg","","","https://digital.library.mcgill.ca/industrial/images/puremilk02.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk02.jpg",https://sgolds15.github.io/industrial/items/in018.html#in018_02
"in018_03","in018","View, looking north-west, showing entrance and garage (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/puremilk03.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk03.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk03.jpg","","","https://digital.library.mcgill.ca/industrial/images/puremilk03.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk03.jpg",https://sgolds15.github.io/industrial/items/in018.html#in018_03
"in018_04","in018","View of front elevation, looking north-west along rue Lucien-L&#39;Allier (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/puremilk04.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk04.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk04.jpg","","","https://digital.library.mcgill.ca/industrial/images/puremilk04.jpg","https://digital.library.mcgill.ca/industrial/images/puremilk04.jpg",https://sgolds15.github.io/industrial/items/in018.html#in018_04
"in019","","Guaranteed Pure Milk Company (1835)","","beverage processing plant","Hutchison, Wood &amp; Miller","","1835","1835","","","","","","","1835 rue Ste-Catherine ouest","","45.49337575","-73.57991781","","IN019","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in019.html
"in020","","Toilet Laundry Co. Ltd.","","","Hutchison &amp; Wood","reinforced concrete and steel construction; brick walls; concrete floors","1924","","1924","1930","","(?)","","","750 rue Guy","","45.49189309","-73.57115265","","IN020","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in020.html
"in021","","Crathern and Caverhill","Laurent, Michel","","","stone","1871","","1871","","","1993","","","1061-1065 rue de la Commune ouest","","45.4930472","-73.5553061","","IN021","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in021.html
"in022","","Usine Jas. McCready/ Edifice le Cours St.Pierre","Laurent, Michel","factory","","","1873","","1873","1980","","","","","355-367 rue d&#39;Youville","","45.50005557","-73.55390817","","IN022","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","","","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg",https://sgolds15.github.io/industrial/items/in022.html
"in022_01","in022","View, looking south-west, from the intersection of rue d&#39;Youville and de la Commune (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","","","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg","https://digital.library.mcgill.ca/industrial/images/usinejas.jpg",https://sgolds15.github.io/industrial/items/in022.html#in022_01
"in022_02","in022","Illustration of the factory of the James McCready Co. Ltd. (ca. 1907); from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 150.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/jasmcready.jpg","https://digital.library.mcgill.ca/industrial/images/jasmcready.jpg","https://digital.library.mcgill.ca/industrial/images/jasmcready.jpg","","","https://digital.library.mcgill.ca/industrial/images/jasmcready.jpg","https://digital.library.mcgill.ca/industrial/images/jasmcready.jpg",https://sgolds15.github.io/industrial/items/in022.html#in022_02
"in023","","Eker&#39;s Brewery","","brewery","Dunlop &amp; Heriot","","1894","","1894","1930, 1953","1942","","","","2105-2115 boul. St-Laurent","","45.50826","-73.560136","","IN023","Image;StillImage","image/jpeg","eng","","","compound_object","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg",https://sgolds15.github.io/industrial/items/in023.html
"in023_01","in023","Artist&#39;s illustration; from Canadian Architect and Builder 7:2 (1894) n.p.","","","","","","","","","","","","","","","","","","","Image;StillImage","image/jpeg","eng","The copyright and related rights status of this Item has not been evaluated.","https://rightsstatements.org/page/CNE/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/ekers.jpg","https://digital.library.mcgill.ca/industrial/images/ekers.jpg","https://digital.library.mcgill.ca/industrial/images/ekers.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers.jpg","https://digital.library.mcgill.ca/industrial/images/ekers.jpg",https://sgolds15.github.io/industrial/items/in023.html#in023_01
"in023_02","in023","View, looking north, of original brewery building and main entrance (1999)","","","","","","","","","","","","","","","","","","","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg","https://digital.library.mcgill.ca/industrial/images/ekers01.jpg",https://sgolds15.github.io/industrial/items/in023.html#in023_02
"in023_03","in023","Detail of front façade of south building (1999)","","","","","","","","","","","","","","","","","","","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/ekers02.jpg","https://digital.library.mcgill.ca/industrial/images/ekers02.jpg","https://digital.library.mcgill.ca/industrial/images/ekers02.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers02.jpg","https://digital.library.mcgill.ca/industrial/images/ekers02.jpg",https://sgolds15.github.io/industrial/items/in023.html#in023_03
"in023_04","in023","View of south building (1999)","","","","","","","","","","","","","","","","","","","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/ekers03.jpg","https://digital.library.mcgill.ca/industrial/images/ekers03.jpg","https://digital.library.mcgill.ca/industrial/images/ekers03.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers03.jpg","https://digital.library.mcgill.ca/industrial/images/ekers03.jpg",https://sgolds15.github.io/industrial/items/in023.html#in023_04
"in023_05","in023","Detail view of ornament on south building (1999)","","","","","","","","","","","","","","","","","","","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/ekers04.jpg","https://digital.library.mcgill.ca/industrial/images/ekers04.jpg","https://digital.library.mcgill.ca/industrial/images/ekers04.jpg","","","https://digital.library.mcgill.ca/industrial/images/ekers04.jpg","https://digital.library.mcgill.ca/industrial/images/ekers04.jpg",https://sgolds15.github.io/industrial/items/in023.html#in023_05
"in024","","Warehouses of Howe &amp; McIntyre","","storage facility; warehouse","MacVicar &amp; Heriot","stone","1907","","1907","","","","View, facing west, of front façade (1999)","","311-315 place d&#39;Youville","","45.5012943","-73.5557017","","IN024","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/howemc.jpg","https://digital.library.mcgill.ca/industrial/images/howemc.jpg","https://digital.library.mcgill.ca/industrial/images/howemc.jpg","","","https://digital.library.mcgill.ca/industrial/images/howemc.jpg","https://digital.library.mcgill.ca/industrial/images/howemc.jpg",https://sgolds15.github.io/industrial/items/in024.html
"in025","","The Grovers Building/Tooke Brothers Limited","","factory; assembly plant","MacDuff &amp; Lemieux","","1912","1907","1912?","","","","","","640-644 rue de Courcelle","","45.4739197","-73.5926723","","IN025","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","","","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg",https://sgolds15.github.io/industrial/items/in025.html
"in025_01","in025","View, looking west, from rue de Courcelle (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/tooke.jpg","https://digital.library.mcgill.ca/industrial/images/tooke.jpg","https://digital.library.mcgill.ca/industrial/images/tooke.jpg","","","https://digital.library.mcgill.ca/industrial/images/tooke.jpg","https://digital.library.mcgill.ca/industrial/images/tooke.jpg",https://sgolds15.github.io/industrial/items/in025.html#in025_01
"in025_02","in025","View, looking west, from rue de Courcelle (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/tooke02.jpg","https://digital.library.mcgill.ca/industrial/images/tooke02.jpg","https://digital.library.mcgill.ca/industrial/images/tooke02.jpg","","","https://digital.library.mcgill.ca/industrial/images/tooke02.jpg","https://digital.library.mcgill.ca/industrial/images/tooke02.jpg",https://sgolds15.github.io/industrial/items/in025.html#in025_02
"in025_03","in025","View of east elevation (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/tooke03.jpg","https://digital.library.mcgill.ca/industrial/images/tooke03.jpg","https://digital.library.mcgill.ca/industrial/images/tooke03.jpg","","","https://digital.library.mcgill.ca/industrial/images/tooke03.jpg","https://digital.library.mcgill.ca/industrial/images/tooke03.jpg",https://sgolds15.github.io/industrial/items/in025.html#in025_03
"in025_04","in025","Detail of front elevation (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","","","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg","https://digital.library.mcgill.ca/industrial/images/tooke04.jpg",https://sgolds15.github.io/industrial/items/in025.html#in025_04
